사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2022-02,6호선,2631,이태원,8,0,1688,739,3008,4915,6605,8216,9786,17818,7602,15804,6294,11389,7095,11331,8612,13448,9510,14803,11254,14481,13315,15952,17175,19465,20941,22634,24558,24600,18270,15816,20802,8024,29557,8112,16346,5777,2641,2495,0,281,0,0,0,0,0,0
2022-02,6호선,2632,한강진,1,0,411,545,929,5744,2059,14336,3470,27380,2936,21504,2303,12606,3252,13397,4444,13405,5523,17827,7250,14279,11164,13412,15231,13398,25267,13580,29253,13841,18457,6821,18597,2283,18618,2807,14464,1625,1209,796,2,386,0,3,0,0,0,0
2022-02,6호선,2633,버티고개,0,0,491,271,1208,888,3309,1686,5124,3970,3139,2465,2233,2070,2056,1705,2248,1913,2189,2245,2038,2282,2508,2592,2583,2770,3200,3443,4239,4966,2024,3686,1499,2225,1418,2869,866,2048,220,778,0,44,0,0,0,0,0,0
2022-02,6호선,2634,약수,1,0,826,161,1421,1395,3505,3776,5745,13370,3948,6539,3458,3889,3559,3568,4006,3666,4243,4187,4371,3879,4362,4187,5081,4406,6811,5181,10032,6532,4767,4078,3952,2386,4395,2898,2176,2203,451,790,0,45,0,0,0,0,0,0
2022-02,6호선,2635,청구,2,1,1113,437,2073,1803,4839,5251,7292,18489,4675,8825,3700,4201,3417,3042,3475,3391,3782,3687,3835,3413,3837,3786,4747,4148,5809,4904,10681,5862,6327,4029,4126,2762,3662,3257,2364,2510,609,1183,0,145,0,0,0,0,0,0
2022-02,6호선,2636,신당,111,0,5619,773,3643,4916,4641,9980,7971,27938,7180,17786,6353,10753,8088,9022,8772,7901,8528,9686,8598,7303,9930,6826,11568,7993,17681,9645,20840,13924,11413,13521,11561,6609,10834,6306,12367,5358,1795,6262,0,529,0,0,0,0,0,0
2022-02,6호선,2637,동묘앞,111,1,3463,789,3498,3039,6418,6411,10299,18398,7862,15373,7506,10914,10021,11348,11691,11124,12001,12549,14318,12487,16362,11293,17096,10713,18038,10674,17829,12960,8864,9558,6527,6126,6126,7546,3478,5842,1006,4875,1,620,0,0,0,0,0,0
2022-02,6호선,2638,창신,4,0,1810,275,3687,1131,9944,1879,12413,4724,6617,2696,4321,1913,3446,1854,3519,2233,3500,2395,3000,2463,2891,3040,3543,3365,3344,4581,3258,7580,1819,6132,1794,3851,1363,4751,853,3390,275,1260,1,19,0,0,0,0,0,0
2022-02,6호선,2639,보문,1,0,2689,462,5240,2622,14693,5445,22814,14915,11970,7536,7799,5590,7517,5272,8721,5740,8451,6436,7763,5867,8015,6730,9326,7604,10245,10839,13393,17515,5944,13178,4839,9181,4973,10866,3050,8412,1220,3656,0,97,0,0,0,0,0,0
2022-02,6호선,2640,안암(고대병원앞),9,0,802,1038,2202,4845,6213,10958,8419,24831,7781,23380,8511,14378,10175,11079,11425,12354,11279,14105,12992,12384,15735,10626,19350,10088,28767,12221,22625,14068,11473,10712,10536,6808,12569,9134,8887,7193,3186,3093,0,287,0,0,0,0,0,0
2022-02,6호선,2641,고려대(종암),21,0,2743,623,5904,2860,15891,6836,19696,17980,11216,9447,7368,6340,7490,6736,8688,6898,8859,7723,8471,7681,9428,8120,11783,9182,14690,11348,14383,18088,6712,15109,5062,9359,4852,11356,3820,8521,1479,3725,1,49,0,0,0,0,0,0
2022-02,6호선,2642,월곡(동덕여대),8,0,4552,693,9046,2683,27924,5479,34022,19343,18416,12763,13167,8740,12782,8754,13351,10068,13187,10854,12215,11269,12419,13369,13173,15752,14318,19463,18849,31130,8902,25682,6627,14337,6222,16365,3467,11147,1267,5124,1,93,0,0,0,0,0,0
2022-02,6호선,2643,상월곡(한국과학기술연구원),15,0,3617,556,6500,1282,17566,2469,22373,9049,11594,4687,7407,3880,6636,3766,7056,4629,7153,4592,6003,4908,5577,6247,6353,7303,5981,9761,7008,15111,4345,13246,2440,8566,2080,9669,1478,6979,670,2820,1,97,0,0,0,0,0,0
2022-02,6호선,2644,돌곶이,6,0,4426,614,10544,2209,27008,4844,32177,12556,16278,8278,10870,7194,9750,6178,10380,7445,10325,7756,10714,8142,9109,10041,9419,11815,10139,15708,10358,25716,6861,22283,4308,12742,4982,12638,3211,10182,859,4019,0,302,0,1,0,0,0,0
2022-02,6호선,2645,석계,799,11,6272,1268,14397,3382,36266,5259,40911,9748,21869,8042,15801,7671,13766,9354,14401,10258,14374,11409,12822,12072,11755,16087,11997,19736,11922,24161,10782,40406,7801,34288,6401,18707,6578,20568,4075,15334,1089,6566,16,698,0,0,0,0,0,0
2022-02,6호선,2646,태릉입구,22,0,3147,612,4960,1999,14034,2747,16613,5895,8753,4797,6396,4042,6033,4498,6583,4840,6529,5799,6233,5861,6043,6795,6354,8329,6555,10727,6750,18015,4338,15310,3404,7849,3574,9795,2171,6807,680,3533,4,617,0,0,0,0,0,0
2022-02,6호선,2647,화랑대(서울여대입구),6,0,4198,794,15872,1919,45859,4277,42738,7929,19849,6101,12737,5477,11507,5687,12666,6699,11698,7467,10187,7388,10115,9371,10521,11107,10535,16526,9105,29186,4908,27131,3239,15357,3221,15049,2005,12032,670,5178,3,385,0,0,0,0,0,0
2022-02,6호선,2648,봉화산(서울의료원),21,0,3770,874,10803,1886,35488,4398,29828,10340,14320,5774,10710,4844,9125,5031,9370,6664,9110,7371,8416,7469,7504,8996,7892,10199,9441,14505,8178,24166,3930,22856,3240,13733,2909,12900,1852,10937,493,3840,1,418,0,0,0,0,0,0
2022-02,6호선,2649,신내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2711,장암,0,0,1040,65,4538,855,11808,990,7631,1221,2594,1478,1564,1676,1309,1355,1535,1285,1714,1160,1874,996,2323,858,2444,968,2569,1162,2093,1998,1229,1925,749,1042,593,804,195,558,83,222,0,51,0,0,0,0,0,0
2022-02,7호선,2712,도봉산,25,0,3899,658,13532,3840,39420,5343,32189,8358,14974,10133,9679,11904,8635,10298,9615,10207,9090,9638,9292,9600,9573,10009,10080,11883,8592,16026,7749,27196,3868,31813,2419,18233,2105,17665,1423,13954,370,6029,27,682,0,0,0,0,0,0
2022-02,7호선,2713,수락산,28,1,7136,526,15163,4034,38382,6297,36749,12939,22296,12516,15355,13211,13995,12001,15482,12303,16034,11642,15744,11920,15378,14305,15432,16621,14554,21098,14996,32129,8689,33721,6095,19283,5418,18835,2706,15049,728,6316,3,724,0,0,0,0,0,0
2022-02,7호선,2714,마들,4,1,7228,979,17992,2218,47746,4857,46441,8513,23338,8127,16298,7800,14698,8700,15385,10104,14451,10828,12884,12003,12114,14376,11339,16879,10146,20867,9268,36090,5330,38466,4038,21119,3217,19349,2357,16128,688,7811,31,713,0,0,0,0,0,0
2022-02,7호선,2715,노원,57,0,5169,1670,10266,4800,28537,10470,29928,35129,21410,33726,21436,25585,24459,24104,26426,26204,26169,30662,28584,31253,31316,30932,32619,31284,33062,35245,37971,44973,23084,34968,24694,16495,22385,16001,14100,11784,2143,6028,12,530,0,0,0,0,0,0
2022-02,7호선,2716,중계,11,0,6681,1617,17580,3437,46171,7840,47957,15501,26314,9468,17894,7710,16166,7834,16557,10834,14889,11762,12848,11445,13351,13697,13669,15762,13651,20927,12612,34180,6351,35904,4883,19914,5001,21227,3905,16073,913,6981,14,481,0,0,0,0,0,0
2022-02,7호선,2717,하계,16,0,6061,1133,17926,4565,51656,9151,53871,17927,29798,14629,21013,11980,20526,12277,21686,15666,19856,16912,19092,17500,20012,19198,20463,21805,21615,26153,18646,43171,10152,43625,8555,24250,7343,25500,5305,20734,1355,8466,3,567,0,0,0,0,0,0
2022-02,7호선,2718,공릉(서울과학기술대),14,0,4674,797,10589,2950,27231,6484,32671,16743,18387,12217,13959,10057,13082,9914,14297,11824,14250,13233,14156,13387,14382,15062,15379,17045,15885,21110,17886,31230,9500,27894,8826,15703,9133,16250,5174,13823,1144,5950,2,394,0,0,0,0,0,0
2022-02,7호선,2719,태릉입구,75,1,5140,723,6043,3483,16410,5900,20815,13294,13661,9186,9896,6954,9049,6953,10167,7857,9865,8579,10107,8538,10474,9409,11229,10589,13057,13253,13562,18978,8029,16887,6490,10696,6723,11695,3649,8361,1125,3643,3,1028,0,0,0,0,0,0
2022-02,7호선,2720,먹골,9,1,5373,515,10259,2297,27449,4068,35859,11479,20162,7127,12425,7031,11441,8054,12862,9093,12270,9706,11171,10000,10701,13151,11012,14953,11301,20079,11862,29426,7156,27434,5432,16056,5272,16202,3034,11903,864,5028,1,395,0,0,0,0,0,0
2022-02,7호선,2721,중화,3,0,6583,778,11589,3357,28020,6107,37010,16975,20959,8946,13071,7158,11910,7799,12402,8827,12292,9201,10977,10144,10415,12932,11020,15252,13102,19112,14569,30230,8196,26843,5681,15784,5499,16843,3198,12414,930,4823,4,409,0,0,0,0,0,0
2022-02,7호선,2722,상봉(시외버스터미널),206,2,7656,945,14570,5709,39725,9857,57212,23073,28262,15381,17128,11819,15941,12459,18317,14165,17833,16419,17216,16002,17750,18344,20926,21246,21835,28327,25275,47623,16557,40201,13853,21906,13899,23120,7701,17289,1874,6922,15,755,0,0,0,0,0,0
2022-02,7호선,2723,면목,26,0,9463,537,17591,4551,43460,6704,56756,18338,31614,11800,18906,10635,16368,11234,17351,12634,17435,13525,15043,14759,14768,19160,16545,22680,16016,27517,15994,44314,11969,39266,6938,22724,6258,24826,3421,19002,1062,7625,4,604,0,0,0,0,0,0
2022-02,7호선,2724,사가정,11,0,8306,1019,17104,5038,41105,8400,54457,19915,31759,13274,19445,12272,17210,12482,19170,13552,18454,15297,16802,16090,16668,20121,17242,24623,18971,30572,19141,50748,12896,40746,9861,22788,9701,24914,5382,16833,1514,6818,9,524,0,0,0,0,0,0
2022-02,7호선,2725,용마산(용마폭포공원),2,0,3558,480,7989,1552,17255,2748,23124,7697,13255,5382,7612,4557,6441,4248,6940,4854,6594,5370,5888,5784,5643,6967,5711,7931,6177,10488,6404,17378,3719,14962,2258,9829,2126,11011,1307,7900,551,3026,10,218,0,1,0,0,0,0
2022-02,7호선,2726,중곡,0,0,4413,593,9323,3472,24030,9182,35991,22991,21147,10551,12331,7284,11779,7165,12828,8324,11497,8942,10631,9250,10428,11405,12024,12763,14463,17436,16701,26750,9003,22256,5904,13693,5164,14760,3186,11199,696,4272,5,65,0,0,0,0,0,0
2022-02,7호선,2727,군자(능동),22,0,6644,733,11267,5303,25871,7072,45283,24017,29169,14779,15821,9382,14318,9034,15227,10251,15572,11024,14529,11644,15049,14155,17372,16034,21248,22030,26923,33773,15211,26206,13417,15170,14845,17421,7948,12181,1774,5051,11,335,0,0,0,0,0,0
2022-02,7호선,2728,어린이대공원(세종대),0,0,2482,673,5466,5682,13938,11328,24614,34803,18121,22087,10375,13687,10476,12163,11379,14341,12849,16049,13834,14178,16930,14203,21275,14507,26757,16860,31022,24111,16044,18672,11995,11879,13498,13234,9251,10528,2482,4374,4,287,0,0,0,0,0,0
2022-02,7호선,2729,건대입구,41,1,2279,807,3287,5735,9006,13946,14718,25651,11535,20941,9902,15934,10935,14207,12059,16405,12843,19006,14876,17535,18265,17626,21303,18056,28859,20508,26227,27318,18384,17809,22684,9450,21570,10349,11380,6773,2868,2606,5,935,0,0,0,0,0,0
2022-02,7호선,2730,뚝섬유원지,5,0,3480,320,6617,2851,15171,4436,22821,9210,15213,7054,8357,5465,7328,6011,7797,6890,7928,7876,7557,8822,8222,10078,9661,11417,10358,14220,11362,20821,7088,15268,6354,10318,6236,11581,4087,7948,1328,2569,6,213,0,0,0,0,0,0
2022-02,7호선,2731,청담,20,0,1814,2881,5000,19607,7330,42868,9922,111999,9102,81810,9126,27907,10807,17925,13412,17061,14530,18411,17442,15613,24325,13101,29275,13195,50223,14110,84593,14801,42113,9730,25710,6510,26756,7214,13951,4047,2326,1637,5,786,0,0,0,0,0,0
2022-02,7호선,2732,강남구청,9,0,1080,1439,2810,10717,4871,24218,6924,83427,6534,76709,7519,31760,9204,18770,11354,16856,12864,18226,15646,14596,19938,12641,23810,12782,35088,13576,68121,13570,39750,8659,27710,5971,31023,5421,15018,3085,2782,1712,4,177,0,1,0,0,0,0
2022-02,7호선,2733,학동,1,0,1223,1996,3543,23052,6126,42235,8625,142157,8295,106230,8591,38826,10306,20948,13869,16735,15047,19511,19639,16731,25278,14397,34729,13562,58250,13479,126994,14156,59719,8701,31729,5760,31989,6407,17185,3831,3286,1959,6,108,0,0,0,0,0,0
2022-02,7호선,2734,논현,18,0,1583,1117,3381,12043,6260,35191,11384,94432,9772,81490,9416,32176,11551,20873,13164,18757,15121,20984,18129,19555,22175,18261,27504,18478,45537,19906,83520,24642,44909,12545,31009,7122,39355,7928,20192,5141,4267,2742,1,192,0,0,0,0,0,0
2022-02,7호선,2735,반포,0,0,625,545,1938,5355,4585,8552,7859,15186,5701,14045,4235,6891,4413,6790,5642,6958,6270,7620,6745,6359,8283,5914,11182,5803,12326,6119,14045,8005,8944,5477,7583,3385,8452,3605,5335,2453,1106,913,0,39,0,0,0,0,0,0
2022-02,7호선,2736,고속터미널,14,0,865,1928,2294,18989,7734,27579,13157,38496,16632,27802,16624,19274,19907,17072,19729,16181,21290,19888,22419,17174,28574,13749,32529,13202,43853,13599,40248,15165,24975,9794,27841,6231,24326,7461,14720,3212,2977,1101,3,97,0,0,0,0,0,0
2022-02,7호선,2737,내방,13,0,1564,1200,5047,8214,12398,17678,20320,64444,14483,36211,10827,16047,11350,12437,12854,13062,14303,13796,14751,12758,15738,12717,19273,13365,30225,16197,55826,23053,20131,15423,15191,9031,16445,10091,7949,6703,1638,2910,1,765,0,0,0,0,0,0
2022-02,7호선,2738,이수,8,0,3224,875,6586,6400,18842,11627,32673,33215,21058,23130,14726,15941,15165,14227,17042,15576,18284,17460,18251,17452,19086,18729,21484,20751,25380,27496,34489,40856,19612,25193,20036,14611,24993,14501,11967,9493,2453,4465,5,253,0,0,0,0,0,0
2022-02,7호선,2739,남성,4,1,4362,674,9755,2750,26850,4591,42282,11257,24417,9141,14480,7968,12491,8102,12589,9128,12651,9793,11486,10376,10598,12801,11110,15200,11554,19462,10940,32555,6032,24965,5856,14621,5902,16559,3324,11521,948,5194,6,188,0,0,0,0,0,0
2022-02,7호선,2740,숭실대입구(살피재),7,0,4131,576,8666,2738,25626,5350,37562,11542,22634,13174,13605,9582,12154,9336,12848,11383,13605,12127,12271,11584,11904,13617,13201,16422,15951,20688,13722,35402,8070,27253,6977,16474,7369,18592,5019,13967,1447,5513,4,362,0,1,0,0,0,0
2022-02,7호선,2741,상도,3,0,3727,1021,8074,3722,23036,5943,33765,13342,20280,10810,12873,8528,10929,7811,12096,8841,12547,10435,10970,10339,11041,11632,13004,13640,14309,17480,14143,31288,7488,22600,6447,14437,6220,15947,4906,11155,1376,4282,1,280,0,0,0,0,0,0
2022-02,7호선,2742,장승배기,11,0,4618,842,7742,2996,19174,5446,30100,14770,18648,8944,11588,8335,10655,8349,10913,8367,11343,9467,10474,9646,9836,11432,10521,13201,10930,15385,12601,25104,6230,18582,5331,11555,5453,13081,3483,8968,821,3429,2,307,0,0,0,0,0,0
2022-02,7호선,2743,신대방삼거리,13,0,8088,548,14832,4424,39739,9043,61776,22550,33833,15496,18866,11890,17446,11312,18083,12819,17466,14000,16381,15144,15877,17405,17112,21532,17631,29508,23149,50283,11717,39212,9975,22895,8993,25168,5539,17427,1474,6965,2,465,0,0,0,0,0,0
2022-02,7호선,2744,보라매,7,1,3715,821,6131,3844,17031,10998,26345,29275,15042,10948,9578,7561,9532,6864,9846,7936,9692,8710,9252,8878,10202,8994,11283,9912,14226,14197,26266,23524,8750,18289,6913,10804,7027,11401,3856,8308,821,3337,2,226,0,0,0,0,0,0
2022-02,7호선,2745,신풍,59,0,8751,888,12401,3933,30069,8313,40422,14961,22421,9783,13002,7871,11567,7932,12835,9164,12040,9709,11104,9758,10973,11967,11894,15036,13417,21638,14017,33728,8505,24655,5973,15098,5327,17318,3138,12050,820,4504,5,558,0,0,0,0,0,0
2022-02,7호선,2746,대림(구로구청),22,1,9244,666,7596,2403,11486,4629,18088,14318,12817,9928,8609,10057,9105,11089,9994,9871,10344,10438,10763,9674,11145,11475,11240,12832,12839,17160,14193,18476,8724,11577,7251,7608,6202,12203,3472,6920,1061,2788,0,83,0,0,0,0,0,0
2022-02,7호선,2747,남구로,81,0,13398,1455,12393,5803,23519,26017,27275,79078,17698,37275,11808,14880,11144,11686,12257,10695,12386,12117,11583,10943,13144,12738,15544,16738,33374,23191,60388,25246,25814,18366,14846,11958,11251,16692,5771,10959,1510,4380,2,302,0,0,0,0,0,0
2022-02,7호선,2748,가산디지털단지,357,3,5163,5058,6975,20738,15864,92758,19896,302706,14175,165711,13678,44811,17121,27168,21476,25944,25306,27451,29478,23864,36203,21884,53382,21120,143898,21529,249100,25269,102116,17940,57522,10046,50427,10994,19634,7124,4298,3429,13,268,0,0,0,0,0,0
2022-02,7호선,2749,철산,5,1,7853,2534,20055,7213,59197,12154,64084,25629,33402,20657,21804,16502,20923,15825,22302,17531,21561,19093,20376,20270,20417,23087,22401,27584,25564,40983,27010,67023,15458,53127,14726,27104,17217,28945,9634,20428,1972,8738,17,705,0,0,0,0,0,0
2022-02,7호선,2750,광명사거리,78,0,16101,3833,24615,9661,63395,12982,72209,19730,36485,17553,24178,17470,22438,18898,24544,21956,24804,25000,23072,25365,24050,27727,27117,31571,28373,42386,25803,68172,17546,51954,12965,29092,11108,28853,6027,20534,1349,8398,6,741,0,0,0,0,0,0
2022-02,7호선,2751,천왕,5,1,5628,762,12937,3713,37591,5609,45941,9317,23897,6349,13171,5480,11150,6595,12038,8004,11330,8583,9537,9028,8619,11588,10204,13859,10009,20296,10397,36845,5482,30322,3787,16887,3224,16844,2014,12339,455,4634,2,372,0,0,0,0,0,0
2022-02,7호선,2752,온수(성공회대입구),61,1,5345,650,12109,2445,36214,5238,43587,9983,18681,5792,10140,5083,8644,4850,9041,6221,8636,6771,7335,6855,7167,8647,8059,10692,9412,17007,9326,32259,4341,25945,3390,14363,3389,15174,2030,10246,604,5509,1,1230,0,0,0,0,0,0
2022-02,7호선,2753,까치울,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-02,7호선,2754,부천종합운동장,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2755,춘의,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02,7호선,2756,신중동,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2757,부천시청,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,0,0,0,4,0,0,0,3,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2759,삼산체육관,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2760,굴포천,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,7호선,2761,부평구청,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2022-02,8호선,2811,암사,18,1,11120,788,20541,4236,57589,7239,80285,15994,38999,10475,21485,10331,19147,11492,20267,12658,19655,14937,17121,16091,15959,19266,16931,24833,17359,32267,18031,55747,9786,47764,8304,26046,6814,25982,3970,20566,1019,7298,0,714,0,0,0,0,0,0
2022-02,8호선,2812,천호(풍납토성),47,0,8434,1277,13100,8248,30362,10475,44681,20206,25329,18787,14862,14260,14409,15080,16185,17035,16512,18584,16621,19952,16825,23499,18879,25282,22029,36334,23538,53428,15085,35275,14349,19912,13271,22658,6472,14734,1293,5655,7,664,0,0,0,0,0,0
2022-02,8호선,2813,강동구청,9,1,3800,761,8146,3902,22068,10971,31951,28540,17893,11880,11733,8231,10856,8082,11216,9074,10988,9886,11044,9937,10810,11245,11414,12772,14990,17557,22164,28000,8108,20683,6087,12466,6061,14795,3387,9181,834,3793,0,287,0,0,0,0,0,0
2022-02,8호선,2814,몽촌토성(평화의문),0,0,1082,1069,2944,4115,8114,7034,12691,18827,7330,10285,5661,6523,5737,5381,6098,5803,6572,6467,6716,5844,7440,6270,9472,7099,11420,8245,16820,12714,6668,9099,5673,5637,6730,6326,3456,3989,866,1698,0,50,0,0,0,0,0,0
2022-02,8호선,2815,잠실(송파구청),6,0,1058,1784,3452,6866,6640,21642,9758,56601,7332,31192,7782,21381,9754,22207,11864,22521,13719,23376,17196,23988,21567,22285,25314,22311,34577,24879,49385,29845,28197,13948,29092,7544,29794,7152,11753,4141,1707,1529,0,180,0,0,0,0,0,0
2022-02,8호선,2816,석촌,0,0,2126,564,4087,2645,11224,6224,18410,17504,10408,13378,7495,9579,7905,10147,8898,10238,9289,11739,8873,11284,10061,11600,11023,12847,13564,16275,16039,22547,8797,14637,8532,9243,9426,9724,5292,6467,998,2683,7,308,0,0,0,0,0,0
2022-02,8호선,2817,송파,0,0,1861,471,5619,3678,16982,6354,22149,12389,12409,8352,8477,5819,8361,6191,8985,6879,8822,7608,8196,7910,9026,8880,9083,10350,9997,13263,11559,20721,6274,16252,4448,8651,3982,10549,2495,6806,709,2566,1,308,0,0,0,0,0,0
2022-02,8호선,2818,가락시장,54,0,2132,1692,3962,5099,7363,10653,9751,30483,7105,13289,7192,9374,7476,7441,7766,8092,8012,8588,9323,7857,10688,9166,10523,9713,14231,11178,22612,14045,9160,9951,8668,6584,9910,7340,4380,4156,1001,2167,4,660,0,0,0,0,0,0
2022-02,8호선,2819,문정,4,0,1555,2499,4509,10287,15496,40410,23743,135333,14583,64756,11383,21144,12685,14064,14047,13909,16102,15248,18971,14082,20695,14150,24655,14862,59919,18456,101770,26020,35364,19126,23876,10541,23556,12069,10904,7622,1775,3072,4,71,0,0,0,0,0,0
2022-02,8호선,2820,장지,18,0,4593,2177,12859,10233,33186,22118,41697,37924,23280,24145,15279,14475,13856,14995,14996,17497,16092,15398,16322,17761,17980,19965,23250,20866,33302,24387,37015,39947,20522,28447,18087,16752,15667,16366,8766,12103,2314,4835,0,65,0,0,0,0,0,0
2022-02,8호선,2821,복정,14,0,3508,1673,7139,7191,18978,8150,26458,12759,16074,8105,10033,5497,8206,5377,9315,7141,8851,6568,8356,6779,9249,7509,11850,10057,15711,13884,17873,21885,10046,16085,5796,10597,5809,11650,4084,8344,1217,2216,1,127,0,0,0,0,0,0
2022-02,8호선,2822,산성,20,0,2969,486,5809,2300,15868,2025,18903,4892,10232,3624,6852,4082,5983,3773,6361,4073,6507,4355,5840,4612,5410,6157,6039,6774,5836,9390,5061,16694,2361,14070,1640,8796,1437,9447,877,6571,310,3035,0,314,0,0,0,0,0,0
2022-02,8호선,2823,남한산성입구(성남법원.검찰청),17,4,8252,1310,16208,4172,37620,8338,49237,17185,25803,9852,16086,8177,14787,8659,15203,9254,15003,9775,13206,11500,12745,14044,13011,16110,15057,20847,17656,36453,7502,29923,5073,19001,4058,21116,2310,14010,635,6222,1,535,0,0,0,0,0,0
2022-02,8호선,2824,단대오거리,5,0,6307,1289,12150,6163,26912,8375,32627,15188,17680,7267,12443,6561,11529,7551,12643,8172,11764,8442,10937,10470,10621,12463,12171,14468,14461,18020,17363,28973,7722,23866,5176,14126,4150,15815,2523,11665,574,5045,2,464,0,0,0,0,0,0
2022-02,8호선,2825,신흥,1,0,2490,322,4016,2617,8579,2525,12025,5543,6895,3802,4917,3925,5237,4097,5625,4552,5537,5917,5509,6463,5507,6829,6536,7858,6388,8516,6072,12629,3515,10041,3083,6135,2529,6673,1397,4567,294,1874,1,139,0,0,0,0,0,0
2022-02,8호선,2826,수진,2,0,3076,400,5401,1756,12746,2338,18091,6139,9500,4499,6509,4248,6514,4291,6982,5210,6751,6298,5783,5947,6539,7324,7247,7544,6699,8111,6425,12852,3720,9988,2868,6999,2417,7743,1530,5432,401,2283,3,241,0,0,0,0,0,0
2022-02,8호선,2827,모란,7,0,1456,408,2567,2657,6431,3074,8550,5917,5150,4141,4702,4290,5312,4873,6051,5642,6649,6214,7846,5407,8096,5719,8055,5711,7469,5939,8321,8014,4675,4538,3743,2827,5083,3514,2848,2185,562,824,1,153,0,0,0,0,0,0
2022-02,8호선,2828,남위례,1,0,554,319,2358,1288,9079,3196,10331,9277,5942,5179,4278,3151,4217,3207,4642,3439,4882,4217,4556,4078,4855,4842,5013,5703,6920,7510,8448,12132,3322,9150,2443,4659,3175,5613,1730,4374,416,1575,0,2,0,0,0,0,0,0
2022-02,9호선,4101,개화,9,0,1104,159,4010,2089,9531,2581,6025,4416,2352,2142,1543,1445,1556,1681,1648,1698,1696,1653,1808,1398,2042,1627,2995,1549,4232,2291,4641,4215,2087,3627,1340,2106,1391,1517,336,1197,147,471,1,59,6,6,0,0,0,0
2022-02,9호선,4102,김포공항,0,2,919,1272,2402,9416,5975,17703,9221,22107,7880,17692,7410,15459,9948,21485,11564,21281,11450,22732,13856,20919,14149,20278,13045,23462,15753,25081,17799,26366,13698,17691,14368,6738,14726,3500,7156,2286,1053,893,14,205,0,0,0,0,0,0
2022-02,9호선,4103,공항시장,5,0,2506,177,3599,927,7671,1461,8513,3179,5049,2321,3557,2536,3486,3005,4082,3073,3743,3535,3494,3611,3538,4243,3825,5418,3640,5774,3425,8979,2197,8013,1928,5111,1887,5273,948,4320,239,2024,1,25,0,0,0,0,0,0
2022-02,9호선,4104,신방화,5,0,3710,511,8086,1928,20326,3094,20674,8009,10642,5556,7971,4426,7692,5315,8418,6349,8062,6358,7348,6388,7098,8486,7567,9207,7380,10977,8056,19901,4331,16278,3790,10095,3015,10093,1901,7980,599,3362,3,50,0,0,0,0,0,0
2022-02,9호선,4105,마곡나루(서울식물원),5,0,2536,697,6898,6533,20802,11037,22261,35084,11157,17079,8351,9654,9045,9150,10882,9624,11316,10895,11433,11042,13407,10796,16234,12285,24232,17507,32675,26186,14005,22967,13178,12154,15398,13215,7116,9680,1362,4138,10,197,0,0,0,0,0,0
