사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2022-02,경인선,1814,소사,683,3,12067,1872,11615,4233,24837,5569,22982,7935,14349,6822,11622,6213,10625,6839,11023,8312,10146,8674,9523,9030,9120,9331,9390,12464,9832,15908,8292,22692,4761,19087,3683,11586,2935,13267,2033,9376,550,4553,6,65,0,0,0,0,0,0
2022-02,경인선,1815,부개,1436,4,6685,1522,12078,3420,28896,3866,24048,7357,13976,5188,10430,5060,10068,6043,9801,7117,10202,7501,8725,7678,8039,9657,9121,12173,8580,15148,8725,23054,4467,20252,3243,12272,3038,12619,1883,9325,742,4250,10,112,0,0,0,0,0,0
2022-02,경인선,1816,간석,158,1,3792,843,7926,2136,16630,2986,14501,6631,8657,4304,7007,4062,6970,4937,7224,4908,7095,5775,6399,5718,6211,6855,6532,7711,6548,9692,7403,14830,3681,13715,2914,7676,3174,7519,1636,6196,581,3022,26,258,0,0,0,0,0,0
2022-02,경인선,1817,도원,371,15,1546,351,2120,1739,4137,2446,4302,6953,3311,3351,2911,3068,3432,2863,4074,3337,3434,3989,3081,3295,3346,4153,5227,4038,4030,3856,6775,3990,1816,3254,1177,2293,905,2453,572,1657,169,1099,4,246,0,0,0,0,0,0
2022-02,경인선,1821,온수(성공회대입구),93,3,4413,1013,6739,2432,16666,5005,16611,8585,10323,4777,8043,4495,7711,4462,8945,5936,8467,6014,7245,5999,7124,7238,8060,8592,8190,11152,7896,16511,3903,14819,2834,8123,2960,9219,1854,6782,659,2379,3,108,0,0,0,0,0,0
2022-02,경인선,1822,중동,622,14,8042,914,12850,2632,34155,4147,26075,9744,13934,6623,10643,5966,10406,7149,11136,7980,10371,8272,9403,8930,8870,9489,9081,12612,9238,15633,10014,24899,5158,23307,3886,13421,3874,13116,2084,9666,634,4703,7,111,0,0,0,0,0,0
2022-02,경인선,1823,도화,233,2,3485,441,5266,1337,12358,2748,10000,5208,6609,3027,5322,2995,5344,3235,5348,3944,5088,3833,4707,4491,4326,4785,4658,6231,4804,6735,4622,9291,2325,8993,1896,5126,1703,4942,981,3545,303,2271,5,404,0,0,0,0,0,0
2022-02,경원선,1008,이촌(국립중앙박물관),65,1,623,482,2282,1744,4971,3017,6363,6339,5030,3862,4155,2675,4199,2591,4533,2674,4919,3436,4711,2875,4961,3242,6204,3671,7328,4504,7301,5710,3815,4401,3071,3054,2771,3741,1059,2497,258,852,2,50,0,0,0,0,0,0
2022-02,경원선,1009,서빙고,13,0,685,518,1575,2033,2054,3714,2146,6597,2268,2800,1978,2138,1809,1584,2329,1835,2509,2384,2273,2268,3038,2492,4101,2257,5699,2107,5487,2789,2144,2110,1389,1352,1251,1726,678,988,186,425,0,12,0,0,0,0,0,0
2022-02,경원선,1010,한남,83,0,1273,515,2060,3605,3598,8078,3968,10608,3449,8878,3649,4322,3669,3362,3838,3793,3812,3952,4737,3826,5601,4100,6412,4426,11167,5433,11398,5313,5141,4210,4052,2039,5052,2796,2831,1815,547,789,0,25,0,0,0,0,0,0
2022-02,경원선,1011,옥수,0,0,0,9,0,85,27,21,92,135,39,7,36,111,30,148,15,49,13,16,25,12,13,13,212,45,231,79,24,22,262,16,29,14,40,12,10,3,5,4,0,0,0,0,0,0,0,0
2022-02,경원선,1012,응봉,106,0,960,196,2052,990,5034,1209,5229,1762,3492,1355,2341,1134,2237,1173,2374,1383,2237,1651,2040,1899,2080,1882,2232,2544,2217,3123,2125,3965,1219,3649,816,1918,667,2091,513,1794,97,562,0,27,0,0,0,0,0,0
2022-02,경원선,1013,왕십리(성동구청),594,1,3531,707,5782,4231,17750,8474,31150,15632,20769,11981,12064,13097,12747,14392,14953,17613,16345,19043,16180,19707,17964,22167,19944,25219,22979,33629,22133,48258,16266,33620,18895,19895,23242,20400,12336,14185,2362,5348,16,1551,0,0,0,0,0,0
2022-02,경원선,1014,청량리(서울시립대입구),918,16,4048,1066,5558,7498,19470,10098,30353,16239,17022,21442,22361,22723,17392,24635,21158,23312,27029,24688,21979,26054,26566,27171,26879,25084,24858,23801,28022,36283,17433,25228,19742,13452,12433,15723,6777,7971,2231,3216,11,376,0,0,0,0,0,0
2022-02,경원선,1016,외대앞,360,10,3320,1137,5730,2600,13488,2603,17763,8061,10717,7012,8888,6313,9029,6672,9777,8117,10004,8399,9811,8812,10263,9852,10999,11136,10992,13421,9180,18536,5976,15192,4992,9700,5089,11153,3221,9256,975,4137,51,597,0,0,0,0,0,0
2022-02,경원선,1017,신이문,1145,2,6600,866,10451,1845,25584,3373,29414,6372,16393,3804,11796,4552,10255,5411,10709,7017,10370,7419,8741,8031,8247,11123,7488,12683,7445,16133,6663,24179,4261,19903,2727,12320,2397,12834,1522,9007,459,3689,33,479,0,0,0,0,0,0
2022-02,경원선,1018,석계,836,8,4701,1197,7942,2953,17947,4013,21892,6109,14335,5195,11785,5344,10858,7097,11219,7760,10975,8993,9722,10111,9498,13098,8851,16122,9225,19613,8034,29711,5889,20751,5066,12715,5461,13822,2888,8697,677,3740,13,602,0,0,0,0,0,0
2022-02,경원선,1019,광운대,1436,1,4306,980,9246,1805,22343,3396,21187,7303,12132,7165,8390,5626,8492,6379,9207,7034,8889,7562,8355,8319,8026,9268,8026,10394,8614,12347,7642,19647,4164,16456,3623,10209,3830,10910,2318,7630,682,4472,34,1471,0,0,0,0,0,0
2022-02,경원선,1020,월계,603,11,3901,988,6887,1596,18171,3077,17756,6968,11049,4853,8851,4364,8114,4887,8772,5964,8190,6735,7585,6126,7182,7869,7073,10086,6750,11000,6841,17251,3534,14478,2430,7751,2234,8706,1501,5766,462,2494,24,404,0,0,0,0,0,0
2022-02,경원선,1021,녹천,900,28,3125,500,5865,935,15025,2750,14608,4182,8333,2177,6460,2633,5596,3099,6807,3723,5680,3887,4474,3888,4619,4639,4482,5883,4332,6858,3942,11844,2567,9781,1389,6044,1598,6489,884,4224,274,2111,17,308,0,0,0,0,0,0
2022-02,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-02,경원선,1901,방학,508,8,8681,1337,11404,3914,23960,6524,22934,16022,15397,8193,12893,8561,12140,8100,13460,10022,12255,9519,11514,11303,11309,13841,11511,15352,11792,17537,14232,22266,7335,21220,5029,11165,5042,11412,2730,9467,682,3948,24,981,0,0,0,0,0,0
2022-02,경원선,1902,도봉,201,1,5447,1005,7273,2612,14794,2793,14190,7920,9668,5405,8312,5558,7739,5202,8071,6520,8060,6486,7886,7268,7815,8369,7461,9105,7809,10453,8176,12859,3517,12592,2398,7524,2206,6859,1344,6034,342,2389,35,676,0,0,0,0,0,0
2022-02,경원선,1903,도봉산,110,4,4456,763,6852,1488,14848,2674,15435,4653,10024,8206,8569,11828,9291,11019,11679,12124,14098,10067,16964,8226,18214,7847,16373,7239,12568,6662,9694,7786,5522,6787,3068,4079,2465,4158,1276,3482,412,1530,34,418,0,0,0,0,0,0
2022-02,경원선,1904,망월사,231,3,6039,925,9441,2569,20377,3310,20630,8103,12591,6831,9926,6205,9919,6283,9892,8429,9729,7775,8557,8595,8645,9605,8391,12005,8625,13951,7828,19602,3579,19052,2878,10810,2583,10536,1591,8149,455,3489,53,846,0,0,0,0,0,0
2022-02,경원선,1905,회룡,741,4,11013,1492,19995,4228,41392,6252,35014,9216,21586,8779,18007,9146,17583,9189,17081,12232,15727,12771,13350,13711,12575,16336,11751,20437,11093,24354,9455,33735,5401,33226,4566,18522,4332,17511,2532,13496,588,4948,81,1448,0,0,0,0,0,0
2022-02,경원선,1906,의정부,1768,20,7751,1672,17737,5631,36101,10102,33930,28197,19797,27420,18126,22193,21501,23132,23048,26260,23633,28962,24330,28508,26365,25869,28609,28475,31376,31876,36210,40669,21713,38083,22074,22162,19300,19476,10616,16512,2211,7217,187,2600,0,0,0,0,0,0
2022-02,경원선,1907,가능,349,2,5768,1174,8520,2637,18178,5049,16638,8409,9553,5983,8615,4426,8307,5533,8155,6228,7820,6403,7132,6010,6677,7272,7436,9257,8644,10929,7246,14809,4106,15459,3471,9682,3361,7775,1937,7148,502,2926,60,1138,0,0,0,0,0,0
2022-02,경원선,1908,녹양,167,2,3839,692,6181,1731,13001,3464,10895,6124,6722,3403,5807,2316,5718,3910,6160,3941,5554,4048,4783,3508,4792,4960,5083,6829,5354,7728,6309,10064,2886,10461,2097,6532,1779,5760,1037,5130,251,1945,13,708,0,0,0,0,0,0
2022-02,경원선,1909,양주,1445,7,3978,1526,8203,4758,21951,7773,18418,8579,12349,5487,10962,4980,10182,6344,9798,6239,9103,6509,8214,6837,8011,8233,9518,10100,10188,12707,10974,16535,4955,15827,3266,11505,2673,9988,1447,8783,488,2984,21,1041,0,0,0,0,0,0
2022-02,경원선,1910,덕계,3,2,1669,808,5818,4197,9599,2320,8269,3264,4712,2069,3631,1331,3576,1593,3045,1864,3021,2246,2811,1993,3161,2951,4607,3220,3854,5350,3283,6696,1311,7137,1205,4026,877,3926,527,2699,141,1554,7,310,0,0,0,0,0,0
2022-02,경원선,1911,덕정,0,0,2528,1302,6192,4545,12870,7139,12074,9521,7377,4185,6020,3251,6749,3865,6722,5091,6694,5205,5943,4258,5628,5823,6499,6391,8790,9458,9313,10350,3609,10943,2573,6431,2481,7250,1592,4835,723,2224,67,453,0,0,0,0,0,0
2022-02,경원선,1912,지행,23,1,3602,694,7878,1846,16251,3525,14536,7631,10549,5288,8672,3933,8651,5234,8276,6550,8564,7635,7523,6442,7196,7993,6480,9269,7230,12618,8379,13469,4487,14704,4181,9308,4171,8462,2249,8184,628,3818,44,832,0,0,0,0,0,0
2022-02,경원선,1913,동두천중앙,19,0,1854,599,4045,1124,6014,2778,6183,5846,5152,3234,4449,2654,4413,3713,4311,3607,4392,4101,4131,3372,4220,4055,3427,4220,4213,4569,5356,4792,2108,5413,1344,3398,1035,3023,575,2896,218,1554,3,350,0,0,0,0,0,0
2022-02,경원선,1914,보산,31,0,1336,279,1733,665,3497,1612,2572,1867,2456,1452,2122,890,1949,1309,2193,1336,2289,1733,2208,1577,2050,1973,2131,2054,2494,2646,2043,2518,1154,3484,736,2046,609,1802,271,1489,101,790,3,145,0,0,0,0,0,0
2022-02,경원선,1915,동두천,5,2,696,391,2272,2012,3971,5219,3985,3644,3264,2173,3369,2034,2932,2574,2108,1943,2802,2653,2713,2599,2972,3124,2349,2596,3018,3222,3755,3750,1735,3220,1011,2662,539,2403,376,1406,131,1073,0,172,0,0,0,0,0,0
2022-02,경원선,1916,소요산,79,0,489,378,889,571,1971,1536,2590,2456,3248,2114,2897,5429,3554,6779,4914,7943,6124,6256,8827,5080,8963,3483,7761,2910,4647,2350,2870,1470,1065,1260,725,1158,516,673,159,581,93,615,0,293,0,0,0,0,0,0
2022-02,안산선,1751,산본,387,4,6250,1424,16171,4474,40525,10000,39315,22476,18676,17554,16043,15659,17320,14871,19252,17592,18281,19454,17623,18777,19099,19445,19199,22811,19603,30392,23307,46976,14638,41724,13004,21559,14498,20365,7748,14978,1326,6337,42,548,0,0,0,0,0,0
2022-02,안산선,1752,대야미,2,0,1927,728,5380,2397,12536,3464,13529,6334,7989,3029,5864,3589,5474,3679,6096,4100,6227,3788,5912,4317,5973,5398,6171,6092,6351,7445,7571,11988,3516,9841,2519,6232,2120,6661,1112,5116,322,1983,16,177,0,0,0,0,0,0
2022-02,안산선,1753,반월,5,0,2589,636,5477,1664,12267,2996,11378,4220,7368,2581,5569,2419,5359,3112,4982,3852,5170,4016,4412,4349,4020,5365,4731,6168,5228,6666,5731,11936,2640,8551,1947,6576,1420,6175,954,4876,324,1759,33,139,0,0,0,0,0,0
2022-02,안산선,1754,상록수,284,12,10551,1788,23975,5849,53019,8252,48127,12278,25833,9583,18882,8482,17472,9860,18336,11694,16831,13727,14211,13649,13955,15721,15196,21082,15484,29290,15012,50223,9465,44700,8001,28472,7671,29047,4358,21030,1142,9422,55,844,0,0,0,0,0,0
2022-02,안산선,1755,한대앞,58,4,5317,718,12648,3084,24577,5656,19525,11208,12402,8913,9739,6997,10112,7089,10549,7659,10150,8698,9177,8768,9169,9548,9818,12229,11796,15722,12402,24477,6745,19406,5579,12807,5638,12150,3585,10189,771,4826,23,606,0,0,0,0,0,0
2022-02,안산선,1756,중앙,118,5,6362,805,20982,6224,42732,9483,33246,23830,17823,21866,15558,14135,18158,16059,20437,19246,19103,22435,18707,22517,20234,22088,23045,24995,25489,32228,27718,48125,18378,40426,19458,22391,24459,22402,13853,18002,2278,8718,76,1259,1,0,0,0,0,0
2022-02,안산선,1757,고잔,148,5,3857,630,10446,3462,22643,8870,16116,21306,10197,10364,9066,7495,9928,7081,9496,7843,8822,9231,9184,8632,10600,7767,11295,8171,15286,11189,17473,18630,6565,14926,5471,9424,5481,9218,2997,7755,970,4180,30,647,0,0,0,0,0,0
2022-02,안산선,1758,초지,118,4,2270,326,6926,2865,15863,6648,11447,7908,5920,3094,4520,2604,4468,2758,4636,3321,4204,3744,3712,3694,3718,4030,4521,4387,5872,6683,7451,11591,3513,11248,2518,7379,2387,7113,987,5705,295,2530,12,462,0,0,0,0,0,0
2022-02,안산선,1759,안산,862,6,7642,1234,9078,12676,15404,31033,15830,26148,12565,11052,10417,9437,10914,10442,12278,10516,12758,10473,13467,11018,14102,11417,16734,12024,31814,16591,35351,18613,16352,15506,14567,11281,8749,10790,3187,7524,733,3445,24,782,0,0,0,0,0,0
2022-02,안산선,1760,신길온천,1,0,1349,29,2325,1119,5039,2379,3889,2054,2458,967,2023,1058,1855,1136,1936,1299,1800,1220,1641,1503,1720,1790,1946,1983,2762,2742,2748,4090,1187,3513,956,2484,636,2192,325,1594,91,913,1,106,0,0,0,0,0,0
2022-02,안산선,1761,정왕,117,4,4825,183,7383,9838,13995,18892,11459,19065,8251,9808,7624,6827,7756,6913,8832,7711,8353,7531,7953,7569,8988,7907,11675,8264,15736,11650,21975,15753,8707,12137,7634,9397,5304,8722,2462,6813,568,3567,5,571,0,0,0,0,0,0
2022-02,안산선,1762,오이도,86,0,4428,272,9974,4735,22150,9103,17275,9572,10129,5773,8280,5739,8861,7629,10042,9264,9284,9341,8521,9126,9042,10201,10312,10606,13384,13265,13931,19332,8084,16711,6526,11672,6800,10936,3206,8975,569,4593,2,1077,0,0,0,0,0,0
2022-02,안산선,1763,수리산,8,0,2532,413,6612,1395,13955,3231,13581,3738,6996,2810,5084,3254,4712,2710,4790,2835,4753,2824,3898,2948,3702,3663,3350,4395,3595,5812,4268,9486,2078,8527,1410,5238,1266,5066,807,4017,202,1723,1,147,0,0,0,0,0,0
2022-02,과천선,1450,선바위,1,0,696,768,4219,6243,13334,14429,16122,19394,10930,11464,7563,5625,7199,5357,7867,5833,7655,5808,7661,5170,8498,5987,10824,7042,16837,9265,21782,13898,10018,10450,6473,6736,5205,7447,2535,4832,558,1924,1,45,0,0,0,0,0,0
2022-02,과천선,1451,경마공원,2,0,241,275,584,1552,1449,2580,1989,7187,1711,16120,1689,21127,1892,8738,2250,6425,2490,5136,3282,3279,4486,2188,7328,1862,13820,1575,33520,1911,4917,1405,1077,907,598,984,180,596,63,263,2,14,0,0,0,0,0,0
2022-02,과천선,1452,대공원,2,0,40,192,208,2011,525,2677,764,7357,1099,10958,1626,13206,2823,7496,4824,6439,5484,7439,7374,5937,8441,3247,9872,1942,10101,1197,8067,976,3708,650,3181,372,1064,368,301,226,82,64,0,0,0,0,0,0,0,0
2022-02,과천선,1453,과천,2,0,1614,259,6703,1393,19157,3593,17635,8247,11235,4387,8403,3780,7812,4077,8097,5165,8234,5115,7613,5549,7302,6314,7978,7912,7325,10628,6372,17199,2971,14706,2068,9023,1789,10503,1166,7642,276,2769,3,82,0,0,0,0,0,0
2022-02,과천선,1454,정부과천청사,3,0,1432,664,5128,8388,14885,14789,13316,48623,10094,13424,8234,8724,8623,7416,9935,8478,10510,8776,10535,8968,11603,8593,15011,9415,23093,12275,38942,17194,10727,14486,9165,7853,8368,9108,3198,5916,475,2214,5,47,1,1,0,0,0,0
2022-02,과천선,1455,인덕원,86,0,5552,2506,19767,11398,56332,28454,51345,76486,30044,30019,23848,15972,21907,16470,24246,15699,23392,19129,21654,18887,23356,21984,28765,25627,40855,36707,62836,60153,22852,52668,18432,27909,19567,31534,9005,24570,1272,8484,10,181,0,0,0,0,0,0
2022-02,과천선,1456,평촌,12,1,2941,2182,13835,6371,41312,25103,32382,67358,17976,26086,14028,13291,14178,10728,15145,11461,14005,14494,14683,12237,16234,12604,18174,15848,32936,19249,50636,34335,20319,32111,14702,16569,15139,15393,8296,12699,1533,4165,10,167,0,0,0,0,0,0
2022-02,과천선,1457,범계,68,0,5372,1878,23819,7856,64597,17181,53455,45267,28705,33679,23673,23574,24693,21236,27332,25000,27333,30101,26737,28179,29313,29737,33036,33758,36934,41719,46592,70484,28118,56664,31902,27387,29482,27952,16668,21934,1949,6894,7,356,0,0,0,0,0,0
2022-02,분당선,1023,선릉,21,0,786,1165,1688,7138,3319,30369,4964,102226,4486,67208,5511,28690,6921,18619,8437,17327,9200,18515,10680,14416,13775,12696,20711,13443,34751,15283,60992,17474,26085,9553,17582,4711,18342,5111,10034,3492,1215,1381,53,376,1,1,0,0,0,0
2022-02,분당선,1024,한티,60,24,1640,837,4893,6985,13947,17708,18341,41924,11825,37107,9991,21498,12283,16871,16075,20689,17366,25762,16816,17005,19464,16676,22565,18591,37394,25715,37782,27609,21798,18661,25229,10309,19789,12292,20973,8273,1778,2806,29,120,0,0,0,0,0,0
2022-02,분당선,1025,도곡,94,4,1092,971,2708,5233,6052,9399,9431,19719,7650,14132,6077,7189,7038,5769,7664,6490,8331,7153,8435,6725,10354,6451,12096,7195,15812,8452,17252,11044,8663,8841,6381,5306,5786,6501,3510,4135,556,1277,14,129,0,0,0,0,0,0
2022-02,분당선,1026,구룡,1,0,224,811,1061,3686,2074,3570,3063,4600,2833,1860,2096,1477,2318,1301,2351,1535,2284,1701,3064,1786,2842,1926,4592,2020,4584,2468,3091,3056,1342,2378,766,1595,749,1741,487,1350,108,471,3,20,0,0,0,0,0,0
2022-02,분당선,1027,개포동,2,0,685,713,2231,6085,5816,3372,6751,7246,4737,5995,3710,4447,3897,3122,5008,3803,4467,4205,4474,3755,4859,4071,6884,4252,7647,5840,6403,7623,3938,6325,2625,3695,3216,4394,1967,3142,342,1022,2,40,0,0,0,0,0,0
2022-02,분당선,1028,대모산입구,6,0,1428,769,3454,3425,9731,4401,12221,7220,7783,4645,5561,3105,5288,3294,5872,3759,5632,4174,4858,4086,5099,4863,6286,5209,8022,6600,7033,9408,3184,8304,1751,5004,1661,6264,1104,4768,265,1545,0,53,0,0,0,0,0,0
2022-02,분당선,1030,수서,32,0,2386,2599,4390,9467,16530,17707,28531,34557,18058,19987,17367,15023,15176,11412,18907,14993,16486,14384,12712,14237,18961,15699,21462,18382,26873,21545,31205,30549,14331,21993,15774,14151,11072,14869,10067,10312,2904,2812,2,215,0,0,0,0,0,0
2022-02,분당선,1031,복정,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2022-02,분당선,1846,수원,388,1,3384,535,6867,2828,17806,5348,18979,9266,9048,8319,6133,6149,6771,7177,7843,8118,7984,9189,7998,8835,9322,8405,10982,10362,12366,14134,15331,19532,10540,12696,11517,7212,12321,7628,6336,4311,1018,2002,24,239,1,0,0,0,0,0
2022-02,분당선,1847,서울숲,92,0,2062,399,3527,3613,9344,12509,16221,31139,11045,20725,6268,13576,6350,10402,7445,11598,8577,13450,9633,12243,12456,12403,15724,12195,24587,13064,34939,17950,16845,12109,13044,6812,12323,7758,5000,5205,780,1597,18,256,0,0,0,0,0,0
2022-02,분당선,1848,압구정로데오,41,1,926,736,2405,9442,3690,17631,5714,55350,5388,88242,6947,44095,10668,32877,13837,29649,16344,30079,21115,27401,27579,26976,35306,27963,48373,30173,71821,31794,54202,13995,50529,4959,47719,4319,19597,2868,1986,945,25,211,0,0,0,0,0,0
2022-02,분당선,1849,강남구청,5,0,874,499,2032,3729,4676,11509,7714,45678,7131,35713,7009,15973,8296,12913,9250,12088,10423,13412,11109,11937,12530,11493,14887,11415,22243,13580,39335,15653,20140,9311,12854,5175,13527,5875,6248,4191,948,1462,62,307,0,0,0,0,0,0
2022-02,분당선,1850,선정릉,4,0,565,822,1394,4744,3028,10262,5247,40961,4672,31927,4178,11787,4726,7145,5957,6683,6809,7182,7488,6528,8580,5680,10885,5621,19435,6757,36169,7913,17649,5041,9695,3066,8792,3590,4897,2682,729,930,12,217,0,0,0,0,0,0
2022-02,분당선,1851,가천대,20,1,4057,412,5359,2848,12941,4086,19810,11625,11935,7269,7155,5850,6754,6007,8198,7093,7499,7742,7240,6755,7136,8255,9392,9110,11587,11821,9065,18345,4843,15981,3310,11588,3470,14619,2416,10610,731,4756,7,86,0,0,0,0,0,0
2022-02,분당선,1852,태평,134,3,11566,1126,16150,4301,32816,6242,48807,13601,32523,9866,18839,9486,15510,10332,16516,11864,16618,12756,14623,14230,14061,19231,14111,21587,15515,26760,14462,37704,8010,27446,6217,20742,5068,26587,3016,15198,798,6096,6,151,0,0,0,0,0,0
2022-02,분당선,1853,모란,289,6,12128,2200,16820,8553,40038,17034,51843,26805,35638,20046,22969,18670,23414,22944,25791,25860,26967,29431,31617,27930,27100,31494,27452,32570,28688,36770,31842,50983,17312,36025,13770,25827,15973,27937,8019,18862,1974,8087,22,300,0,0,0,0,0,0
2022-02,분당선,1854,야탑,68,0,5309,2088,13636,10416,38245,29087,46816,72763,33539,42188,26754,28555,28103,24769,30564,30417,30284,31449,30924,29127,33897,31315,36324,31956,49484,39604,68492,55204,29739,42216,24180,26466,23836,25537,11519,19529,2324,7218,27,391,0,0,0,0,0,0
2022-02,분당선,1855,서현,188,4,3019,2349,9263,9171,23916,27633,29817,60430,22307,48882,19727,31759,22522,27884,26756,31937,27621,34240,31092,36260,35877,31733,39801,35275,53369,41188,69632,48221,39004,35099,42779,19236,39829,19045,18236,12989,2916,5125,63,315,0,0,0,0,0,0
2022-02,분당선,1856,수내,92,0,1897,1628,5015,6569,12420,12859,17201,42613,11772,30784,9590,18209,11278,12921,13966,14182,14903,14529,16192,14257,17983,13662,19377,14162,28768,17091,38541,21478,21143,16550,20237,9884,14762,10508,8338,7372,1198,2663,44,222,0,0,0,0,0,0
2022-02,분당선,1857,정자,247,3,2306,762,7041,8606,18516,25718,24279,56367,17385,30982,13147,16686,14368,13831,16133,14853,16050,16677,17563,15325,18871,16268,21911,20880,37499,26730,44306,36485,23983,27110,20370,16069,26826,17084,14709,12567,2841,4102,263,460,0,0,0,0,0,0
2022-02,분당선,1858,미금,458,12,2810,590,8811,8722,19191,15799,24252,32475,17925,25389,16923,17018,19257,16232,20270,18339,20425,20469,21251,20338,24801,19215,24938,21972,27359,25371,30141,33135,15474,25582,13810,17357,15651,17711,8580,12535,1582,4818,42,628,2,2,0,0,0,0
2022-02,분당선,1859,오리,491,1,3092,401,10124,6101,22399,10700,26222,25945,16045,13826,12026,7745,12200,8035,12989,9868,12959,9298,12709,9588,13655,10396,14937,11301,19960,13638,26256,19230,10828,17024,8789,10627,8305,11091,4157,8383,1084,3321,15,430,0,1,0,0,0,0
2022-02,분당선,1860,이매,58,2,1913,715,4494,3264,10065,5595,11627,10612,8174,6570,6623,4745,7087,4815,7176,5612,6990,6389,6986,5945,7209,6496,7357,7510,9238,8805,10969,11696,4674,9457,3614,6342,4085,6956,2460,5609,464,1948,22,200,0,0,0,0,0,0
2022-02,분당선,1861,보정,10,0,671,94,2329,886,5817,2091,7033,3216,4559,1464,3072,1061,3002,1682,2765,1864,2787,1708,2578,1977,2810,2632,2479,3093,2953,3704,2875,5373,1228,4484,1027,2849,1270,3100,723,2798,154,1209,3,59,0,0,0,0,0,0
2022-02,분당선,1862,죽전,1006,10,3454,530,10315,5532,28898,11478,28108,17514,16351,18163,12371,14084,12339,13916,14112,14461,14348,14738,14028,15541,15620,16458,18142,19595,21381,22824,22829,35221,14619,31178,18483,18754,10605,19403,5608,15283,978,6732,2,2190,0,0,0,0,0,0
2022-02,분당선,1863,구성,26,0,1616,275,5566,1862,15260,3764,15284,6132,9146,2874,6307,2739,5570,3357,5613,3956,5291,3879,5057,4246,4898,5393,5095,6388,5956,10190,5501,15559,2565,13771,2053,8757,1998,7554,1144,7350,287,3038,4,140,0,0,0,0,0,0
2022-02,분당선,1864,신갈,12,0,1944,223,5942,1024,13401,1815,12737,4426,7651,2798,6065,2551,5781,2977,5166,3913,5392,4190,4948,4442,4815,5074,4995,5399,4373,7795,3802,12738,1736,11246,1354,7054,1429,6392,758,6413,190,2424,2,96,0,0,0,0,0,0
2022-02,분당선,1865,기흥,130,1,4243,369,9864,3082,24953,6739,25226,13729,13850,6638,10117,5234,9500,6122,9915,6603,9971,8171,9519,8039,9592,9158,10473,10437,13111,15502,15851,28190,8263,21900,6614,13109,6864,13794,3894,11795,976,4706,13,289,0,0,0,0,0,0
2022-02,분당선,1866,상갈,45,5,1914,360,6034,1846,14153,4884,14996,7130,8593,3771,6327,3099,5847,3438,6178,3514,5987,5079,5179,4615,5350,4962,5830,7249,7202,9088,8220,13695,4167,11445,2950,7772,2562,8824,1373,6913,402,2495,4,213,0,0,0,0,0,0
2022-02,분당선,1867,청명,9,0,1775,590,4594,1441,11771,3717,12105,5949,6386,3295,4085,2503,4012,2336,4073,3121,4215,3357,3597,3581,4177,3936,4516,4899,5873,6728,6461,11176,2614,9289,1908,5778,1817,6651,1538,4798,286,1776,5,137,0,0,0,0,0,0
2022-02,분당선,1868,영통,39,2,1586,1031,5606,2783,12051,6483,13602,16171,7633,12155,6914,8137,7543,7549,8772,9205,9513,10105,8800,9959,10045,9781,12144,10215,15812,14895,18331,18795,9737,13912,9555,8612,11998,9883,8252,7724,1722,3047,38,181,0,0,0,0,0,0
2022-02,분당선,1869,망포,30,1,3563,1907,13569,6803,36176,17394,31590,32831,15909,13326,11416,7163,11414,7928,12926,9134,12642,9929,11757,9747,13206,11805,16620,13793,26589,18282,33924,32928,15175,32534,11674,20690,11523,18975,6248,14709,1675,5520,42,294,0,0,0,0,0,0
2022-02,분당선,1870,매탄권선,38,0,2666,429,6557,1737,14373,3168,13797,6565,7224,3915,5130,2528,4910,2682,5092,3623,5219,4177,4643,3566,4862,4842,5632,5938,7279,7951,6459,14307,3307,11742,2422,7551,2465,7828,1479,6298,323,2533,6,160,0,0,0,0,0,0
2022-02,분당선,1871,수원시청,110,1,2726,1111,8650,4881,21700,11853,21285,34542,10888,22949,9183,13542,11603,11475,13699,15068,13112,17071,13304,13098,15766,14579,20949,16511,22300,24030,32329,34456,15858,24022,15706,14187,21812,12202,11959,10506,1793,4235,37,463,0,0,0,0,0,0
2022-02,분당선,1872,매교,181,4,1971,429,3328,3250,7129,2829,7200,5221,3913,2690,2756,2162,2695,2205,2848,2722,2910,2817,2788,3009,3068,2827,4457,3836,4766,4820,4506,7392,1907,4543,1378,3107,1248,3546,791,2369,196,934,7,78,0,0,0,0,0,0
